0,{}
1,34
2,69
3,106
4,150
5,191
6,231
7,271
8,312
9,353
10,394
11,432
12,467
13,501
14,536
15,572
16,608
17,643
18,677
19,713
20,748
21,785
22,821
23,857
24,893
25,928
26,963
27,999
0,{}
1,35
2,72
3,110
4,144
5,179
6,215
7,249
8,289
9,323
10,359
11,395
12,429
13,466
