Number of flows,cheat,cheated
6,0.05473977643235945,0.11010217073818028
7,-0.01558548569149836,0.010259103641456581
8,-0.022186984517084365,0.001948050048239374
9,0.08531132302838043,0.05070145300465771
10,0.040711597515784716,0.03636872757460374
11,-0.007822092151747553,0.03691680015795545
12,0.008973173728349918,-0.049098339036187454
13,-0.059227754434129,0.03856499464940443
14,0.0007102900331911146,-0.0024730316933421737
15,0.010663500595179995,0.006839209219886778
16,0.007415062633546091,0.020183902741763973
17,0.02064133820267298,0.02649713814467811
18,0.013856392778919696,-0.007967056773325591
19,0.0030548393386753366,-0.05106649461821907
20,0.000256585821306371,0.03397919619798876
21,0.10775749678125353,-0.08679920784531503
22,-0.07074157080171861,0.09939632360563183
23,-0.027549051504296686,0.05882413222682947
24,0.02770598871851812,0.026955789453148443
25,0.020760480276165946,-0.004255043295325237
26,-0.005156941030862698,0.0037624066444382977
27,-0.0027378850245839445,0.000808243822393007
28,0.06391477322622091,0.022048382781585146
29,-0.004242045989668652,-0.0033330506041880986
30,0.014817799844809573,-0.003560592282674945
2,0.0003448275862068965,-0.0004761904761904762
3,0.0,0.0
4,-0.07994505494505494,0.2940994429544048
5,0.021637306101983382,-0.040670386039429844
6,-0.07203651448318622,0.05600963032562748
7,0.007225299568578731,0.006048793344587321
8,0.016664284384949865,-0.022913537108019345
9,-0.03421655017585464,0.05141425443120658
10,0.01955514392913792,-0.07400302430625931
11,0.11030094159714965,-0.10106548567805718
12,0.0749519618732755,-0.06295742182997725
13,0.05396095121090344,-0.0392087928151096
14,-0.12425921428384104,-0.09287766697709375
15,0.00756323513356266,-0.004706217286014876
16,-0.04268881991645728,0.045470397162890266
17,-0.0992447130330993,0.024914885728845308
18,0.045848941780772395,0.11484303082957603
19,0.054552146507782014,-0.059757476383241734
20,0.00220774150880945,0.0050538128746167804
21,-0.00550985536111873,0.026510381349083567
22,-0.015712117042614496,0.03321658594434758
23,-0.010230396653014253,0.008398189549212108
24,0.11366072550334518,0.0613952462147317
25,0.0367336776181705,-0.02859879034735318
26,0.0010643079576052295,0.0059991542655142525
27,-0.0017556263056488007,0.0005814844293134282
28,0.018559604011624983,-0.010911218774182807
29,-0.02005533276809582,-0.0031681671008454565
30,-0.023307822715706677,0.03801826187378936
2,0.0,0.0
3,0.0008688097306689834,0.0
4,0.09926149744326743,-0.05463713246421005
5,-0.05212133116336494,0.0326163602025671
6,0.0010995619850098712,-0.051156116077663384
7,0.0897215697699486,-0.035049943043140325
8,0.028955238821772082,-0.03590301666909306
9,-0.18594059840916033,-0.28782358658167373
10,-0.11486414604335979,0.2340889982847168
11,0.004616767086847556,0.07817068723107916
12,-0.0925207230795142,0.0406444831632418
13,0.10414967684422904,-0.011934028957254364
14,0.0055697979228654165,-0.00577723141081208
15,0.04834242663658502,-0.042430170671653465
16,0.011966253663604633,-0.009527183573944014
17,0.008970823479559457,-0.003902387380176245
18,0.10318238863335143,0.02496579476046862
19,0.006440828637587724,0.013836519981193262
20,-0.015606221276037929,-0.023744228173201144
21,0.059037348953035786,-0.055860953376928764
22,0.006454719632993594,0.007990824771971345
23,0.05908412158666044,-0.01054194463708756
24,0.08163817370081154,0.04097686563380972
25,-0.03683605712628966,0.016272501527431444
26,-0.0031631882436973023,0.003917902314458924
27,-0.04819806171223685,-0.015238459140998353
28,-0.001826893629349615,-0.0010790187202066792
29,-0.06267825573575862,0.04805845456920751
30,0.009377857930966876,-0.006940984049928014
2,-0.06658047834518423,0.1080797481636936
3,0.0,0.0
4,0.0988133764832794,-0.15336583909647244
5,-0.005442194518151767,-0.0018434724317077263
6,0.09891652621512188,-0.07527966735677377
7,0.23305435491365142,-0.028001229485149125
8,0.027742639386512717,-0.005854144111631283
9,-0.03018857755568065,0.2568551705120145
10,0.030296132655278585,-0.015307811401726623
11,0.010320756830586609,0.003698330734509772
12,-0.0008964770699170463,0.04536454320511976
13,0.1326451872819269,0.1402272802609284
14,0.0251457669636195,0.05824284571691949
15,-0.010813246934826293,0.0047759121539349605
16,0.03461814406612103,-0.01963850957783492
17,-0.006768155767383222,-0.0014808927174591482
18,0.019861810149475204,-0.015581307139285615
19,-0.018004538541313318,0.03478715372747221
20,-0.05225431288465996,-0.0494016944610278
21,-0.07660432539041453,-0.014413421578135655
22,-0.038252862931478206,0.02399417324604729
23,0.0023069014613920787,0.007969445995885048
24,0.036804226791209434,-0.02302924028844855
25,-0.03359929950337235,-0.025390475179608706
26,0.29943046632949916,0.016101231233068895
27,0.013926455479766436,0.01044561871489729
28,-0.008330906690484429,-0.009963934273067332
29,-0.027333685684806496,0.009982447750051011
30,0.0025551322030623515,0.019378736115240536
2,0.1,-0.11929824561403508
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,-0.1008519146744244,0.022277001578447864
7,-0.001139353089621283,-0.06429759905288703
8,-0.0753705295564449,0.09378949555092636
9,-0.028322468735572745,-0.027204760863785687
10,-0.03826381360526178,0.04548653132462206
11,0.11608308082161459,0.032997288000520326
12,0.0905565773598641,-0.013159419991519539
13,-0.026111673595007278,0.024418079191018634
14,0.1744238659056737,0.05336146750911526
15,-0.00235461350626475,-0.0036774717639007303
16,0.07876078283609031,-0.049284860954577764
17,0.06820981387876751,-0.008824108745249063
18,-0.02234543669855196,-0.046483889459042346
19,-0.017551068820266906,0.022097364983675007
20,-0.0022924289165345917,-0.003753888915938389
21,0.01662203032575002,0.01469426848568433
22,0.007566001537145115,0.07895386026983955
23,0.1151944555588523,0.04079143157943265
24,0.12005005839176319,-0.009013795486472713
25,0.056044401916860796,0.005762673368519184
26,0.05030046578931073,-0.04819191270478948
27,0.018322293482896372,0.007685254590110722
28,0.0028504139623754857,0.004170307560859682
29,0.011099608552975143,-0.04228432848534925
30,0.03577244002741052,0.029312482806506987
2,0.08496199782844734,-0.2378419452887538
3,0.0,0.0
4,0.018188181957238522,0.05622974119489786
5,0.04838709677419355,0.03161200763491237
6,0.039147625017617156,-0.015489681527417384
7,0.2612970830145489,-0.18433336989316265
8,0.006140492574088776,0.05130270929590249
9,-0.01745240110220844,0.046700584163957705
10,-0.010721034228799636,-2.8414918999769556e-05
11,0.018022523893225676,-0.02668079358964326
12,0.019966445248277103,-0.0070391306302840665
13,0.044901615747084754,-0.03373471343245207
14,-0.023471591857959693,0.012806628129290053
15,0.008272494544825546,0.008144096732238723
16,0.0502478025635686,0.07133076321617389
17,0.38758889459077656,0.21145041789997204
18,-0.009942312236014042,0.017301113958985398
19,0.007754055248187298,0.008478359355651551
20,0.0951093722938564,0.1083334872058895
21,0.1073194828542113,0.02265075090772163
22,0.01910525191130994,0.19614418280721538
23,0.007880669547416869,0.019118310558486323
24,0.09633005372632526,0.05499605513834214
25,0.009211096719227046,-0.013095657938572732
26,-0.011520621977086197,0.010066365333863311
27,0.0056066392685294765,0.004322286845761058
28,0.022776023346181635,-0.1829750223277359
29,0.006940282825892125,-0.003263909686378542
30,0.018526335862276883,-0.0036529721853641463
2,-0.3139348638547784,0.18803965462104252
3,0.0,0.0
4,-0.040577886492461836,0.006206589081740894
5,-0.06572720209083846,0.03410292288557214
6,0.07085015416140633,-0.19784635999555444
7,0.27473252087564143,-0.06127864273281196
8,-0.034914802005889194,-0.004229939512629569
9,0.02713251204055893,-0.027042978350782187
10,0.02341954893219187,-0.04334213616610266
11,0.019690907036011368,0.03384122969082387
12,-0.01473021246657879,0.00790182338336687
13,0.2616889355067276,0.061257823130898295
14,0.0709751740973864,0.03537005737312728
15,0.033345192272531146,0.015437506061855975
16,0.32507732035799886,-0.19970031046103112
17,-0.04131666891733544,-0.052736283250076794
18,-0.06460387461633076,-0.011506349767668178
19,0.015563150874864116,-0.014491758023419751
20,0.026212990160502082,-0.06574022137513039
21,-0.025017619356319482,-0.03906489684958852
22,-0.004526806516815588,0.0036379515478465086
23,-0.007596927621020196,0.0062023815144014545
24,-0.01537678592027874,0.015194724633661519
25,5.839087662052519e-05,-0.03179162268572047
26,-0.06356816073817195,0.023436225907247362
27,-0.0129998563536439,0.0008426281232476879
28,-0.011534664308564663,0.012527237698398292
29,0.028807496547366862,-0.003734807484084755
30,0.0007873706575022161,-0.04588888829057517
2,0.0,0.0
3,0.0,0.0
4,-0.20657693493726476,0.368784666423142
5,0.0,0.0
6,0.033606540175295116,-0.03725908460352261
7,0.06055422211043973,-0.025657350321303563
8,-0.08924534395652797,0.19468312420440081
9,0.012205426927743294,-0.0036923165593203944
10,0.026076301426147242,-0.007781248070109872
11,0.004531459740356477,0.022777485088977617
12,-0.00114638264479942,-0.002217292675044095
13,-0.0009204763905522745,-0.009446468942409584
14,0.10889347821323318,0.09255245183390759
15,-0.002307204660704687,0.00921984291426097
16,0.01710928436837819,0.040028231657107505
17,-0.005738665335238452,0.017105801813444593
18,0.046574646401760005,-0.014096930187988885
19,0.029038593662395917,-0.031906944387828956
20,0.013474737150433052,0.01569997558950404
21,-0.025835000267265717,0.0930302294002182
22,-0.012930931860158434,0.024534927705780477
23,0.011882970622983506,-0.007315419345205258
24,0.058093739038747684,0.057839138658046935
25,-0.02753195681850702,0.019919962572115753
26,-0.010967813344273825,0.012890098905569128
27,0.011093233309375184,0.006641170577810515
28,-0.029919073040175548,0.03216466553828353
29,0.004374562276414553,0.003606061102050961
30,-0.02357672056451566,0.039060926693682836
2,0.19121318022965553,-0.12779446112779447
3,-0.03043867502238138,0.004006410256410256
4,0.004737066212476049,-0.0038163388628611574
5,0.013779942778127323,-0.06050948884102156
6,0.05863831682774801,0.05863287885441235
7,-0.011401372016651859,0.017286238241757998
8,0.0634899228287198,-0.0414751580823291
9,-0.09865525302343667,0.19144060092230117
10,-0.061246360698327604,-0.31465183731813595
11,-0.04448289219207154,-0.030077824296984745
12,-0.03042735704786198,-0.0056024704943940145
13,0.349931420295694,0.0973655139804154
14,-0.08132166509645478,0.11101883269521673
15,-0.024127612136467115,0.0291686371090457
16,0.03158382506103191,-0.0272479140789492
17,-0.0019937516645337754,0.06947516953953796
18,0.01561308236344017,-0.0009814172032748352
19,-0.01277239213836164,-0.0011951945237528559
20,-0.050670485753233616,0.07132785550096252
21,0.001809171450612349,0.002677704620054461
22,0.03680599045235502,0.007546473577486072
23,0.009659500206936145,-0.002723125333178355
24,-0.004597536458943865,0.0006238917417695396
25,-0.02054639450750975,0.0005310552850070333
26,0.0031513839065152155,-0.014487152126426768
27,-0.009848680898475152,0.004425170216904408
28,0.008131298837829282,-0.0029565001654822567
29,-0.011432261043496386,0.010707015566313854
30,-0.0036286223075255855,0.007628945647181691
2,0.218018018018018,-0.027221597300337456
3,0.0,0.0
4,-0.011227711335792964,0.016053391053391052
5,0.05182974735666348,-0.020188315643521856
6,0.27943999625415555,-0.13432192760328263
7,-0.07943064865729633,-0.17771679050476152
8,0.17905755127663148,0.05230381260691411
9,-0.12432572490401757,0.1342765342580576
10,0.057496622144852,-0.04829895574930991
11,-0.10410706443755405,0.07935542267956285
12,-0.053991157648950384,-0.016616704376063936
13,-0.025345214394815085,0.048821077542100744
14,-0.0003001667130708577,-0.0010727367870225013
15,0.12552276686474037,0.04396400690516979
16,0.008937854381392128,-0.045736033255728906
17,-0.019647485686678727,0.009859536701377122
18,-0.01958440099404601,0.02102733141199023
19,-0.03613920921456072,-0.05311014669917843
20,0.000684378304417771,0.0032408767023396944
21,0.08564680398199512,-0.02372726924409827
22,0.007576528790415978,-0.011293199267056917
23,0.014905602012590785,-0.0058001175698866375
24,0.00022492502189337162,-0.004320937447922808
25,-0.006304626278980993,0.005082409551689295
26,0.015971403845568586,0.013365845080191499
27,0.05490301423374704,-0.0013612942458823012
28,0.03225204128900739,-0.019034888607281312
29,-0.00850515164196383,0.001104219976509872
30,0.05853668890828478,-0.015075874539923057
2,0.0,0.0
3,0.07357859531772576,-0.06815673289183223
4,0.0,0.0
5,-0.16789863782051284,0.08876201923076922
6,0.07766553580772022,-0.030653823913695994
7,-0.0425677534897712,-0.14916741266602823
8,-0.025518030504791782,0.11321436717708953
9,-0.20200174933211643,-0.11622066083660679
10,0.008944494354962912,0.0025075385890695003
11,0.0022471165294094798,-0.014742554761110062
12,-0.041740042704446444,0.029582915730473083
13,0.13875066576606765,-0.04783163011559943
14,-0.13244716553553768,0.0003354869386878754
15,0.02207986153852805,-0.032907901289678756
16,0.002439205174830623,0.009827449321183554
17,0.04381612214539311,-0.009909178098181376
18,-0.009324376051621834,-0.020984835820332105
19,0.02184220402105005,-0.01683525476259904
20,-0.03439416802678367,0.027766692315497794
21,-0.010689256481985604,-0.006853255459870588
22,-0.0035970689459208947,0.006686808188625369
23,-0.013793557790043747,-0.005995557722572149
24,-0.004404548102357602,-0.001882027394011128
25,-0.005499923124011229,0.0062325696737316385
26,0.001907732960625814,-0.00714598288287802
27,-0.009059945334343473,-0.021828516418428836
28,0.011166169948372056,-0.008418996699485213
29,-0.022134300016453782,0.005060583107434039
30,-0.012521934172459191,0.021234091085629497
2,0.0,0.0
3,0.2368035190615836,0.11855273287143957
4,0.20378782680299184,-0.11467364431791309
5,0.0,0.0
6,0.014809195402614486,-0.021683507952359193
7,-0.17476613720993517,0.13634950670512425
8,0.03456762084634834,0.031823862918867116
9,0.15912229949734522,-0.11400904590242485
10,0.020466694422652996,0.006122137201764177
11,-0.032436133401433524,0.00817312184667949
12,-0.011168179103593029,0.005449966352407763
13,-0.029618032796752264,0.0033951639471209182
14,-0.0037900819717873063,0.07135319250750606
15,-0.01685282092784893,0.0418071666131835
16,-0.03146419442285148,0.03455047036014152
17,-0.06742061160343414,0.09424783855497598
18,-0.061247394752738694,-0.12200425188981034
19,-0.017209424934910685,0.008496379572450427
20,-0.003064145563643875,-0.011829221019386962
21,-0.10822229635086958,-0.04977766550978011
22,-0.07454781351227252,0.03344184909075862
23,0.0021521781504259,-0.0007166762831011855
24,0.051239804128641174,-0.06010763561875463
25,0.002671567526788663,0.002973938489640726
26,0.008224436598694512,0.006462039340166172
27,-0.015782131786348387,-0.00926392922913189
28,-0.00117793747136568,-0.008185227111773278
29,0.006372381735361572,-0.004559316432851916
30,-0.05347651692953482,0.05186505130855281
2,0.0032216494845360823,-0.0014501160092807424
3,0.0007320644216691069,-0.00026925148088314486
4,-0.008906101871329538,0.00903773599629466
5,0.02950221026330963,-0.03397277928109027
6,-0.004578517429567062,-0.03773722889287954
7,-0.08899132038240747,0.0390529735450144
8,0.0,0.0
9,0.03554341854599559,0.04579689140838984
10,-0.004050170036415104,0.07160299959381962
11,0.153359676999869,0.09035698249854618
12,-0.0038110140210192898,-0.2694398064560527
13,0.1574509422674406,-0.044763827225448326
14,0.0004990284232886993,3.705472773588336e-05
15,-0.00890832880612349,-0.05925658044719706
16,0.0004946222916370547,0.006548677439346585
17,-0.01363426991038621,-0.059822481652452825
18,-0.10267582348526266,0.09202528745413356
19,0.019418360417050914,0.004567765878580602
20,0.0021231386864241876,-0.0019516909214449766
21,0.05375563348338412,0.027042472122421755
22,0.07368107828346003,-0.028100010583722038
23,-0.0012206828348562278,0.009218597822965314
24,-0.0006587583346038458,0.0035299080145072977
25,-0.013715542152683696,0.018702318839647097
26,0.0009072307599509237,-0.0005192512277034916
27,0.016354664607634795,-0.018885510138547605
28,0.02244183891549362,0.0016990383152096084
29,0.06381581035320474,0.03287065929175614
30,-0.0543485332909264,0.0523717590080026
2,0.0,0.0
3,0.0,0.0
4,0.20545724494230122,-0.257454701336567
5,0.0,0.0
6,0.08215179170773146,-0.09239034748778592
7,-0.007620992135511193,0.01463691854640964
8,0.01733045481381356,-0.022190849993672154
9,0.022396289946004195,-0.019783530795687187
10,0.060967048525379285,0.0007118988274809835
11,0.022579423579259003,0.0143938530460227
12,0.034544737774169824,-0.013078431089561015
13,-0.01849324083132674,0.05902687054663468
14,0.0014148496885715092,-0.06741595587776142
15,0.012043605933175707,-0.005842924361523874
16,0.14410198665623977,-0.06232832839056883
17,-0.0026902849654843273,0.04774177260334169
18,-0.05904596177018235,0.017153693008515845
19,0.07345507158640809,-0.029109993606162465
20,0.009221664421924347,-0.0015802688954163937
21,-0.012469036710942738,0.05234746921255822
22,-0.09236144451041516,0.1384990119431526
23,0.014974385647321948,0.03582530799545971
24,0.00913403006414322,0.005167596082006406
25,0.000415250991113298,0.0059118224672647735
26,0.06852817201284125,-0.045097863606496154
27,0.032221099859272115,-0.038100790857725865
28,-0.05718485817462351,-0.029720013781147227
29,0.032492689063033604,0.01641058717929289
30,0.055320411293548505,0.004236717078984853
2,0.1436,-0.1436
3,-0.25287356321839083,-0.04506578947368421
4,0.021245120652945353,-0.019418288344842015
5,0.15398156213704994,0.035262288649822525
6,0.0,0.0
7,0.02988383074337408,-0.025646336682409454
8,0.08735653329770289,-0.0636183436391255
9,-0.0778326213037979,0.019397446124208233
10,0.10349248530771789,0.17662153282615223
11,0.0831032747283775,0.013608119733575641
12,-0.02571421797455421,0.00749117364587092
13,-0.007491178372568574,0.011566672352056984
14,-0.02687105599977917,-0.00875492920397269
15,-0.009550188124000403,0.05149988848629315
16,-0.1064658557558501,0.13441065925173934
17,0.03617664497474148,0.048273187729983597
18,0.0018238235840601835,0.022303189616270393
19,0.016601807270100338,0.004051438374321116
20,0.08070694675120961,0.011638096747474364
21,0.07583703479675821,-0.0032699597223012867
22,0.0176172044724026,0.008195661405672015
23,0.0019838917775842897,0.0009017913118454572
24,0.04063331037723395,-0.04544210698188708
25,0.006403074154505786,0.046848701699107105
26,0.030973041140771426,-0.028512733399961823
27,0.0023225130068615127,0.0740411957085708
28,0.016659517052726634,0.004507902978050988
29,-0.024514772319302297,0.010790638277804816
30,0.08299815014441775,-0.02695856587909693
2,0.0003586800573888092,0.0
3,0.0,0.0
4,0.297501301405518,-0.07674330728458621
5,-0.11252334443771451,-0.17380075791290742
6,-0.0063666817718447495,0.01791279897220963
7,0.007210354958759456,0.0035358137951733105
8,0.04110779668029125,-0.0077959993835493326
9,-0.046149653132621184,-0.11482593493463059
10,0.014717351151305662,0.04629047822581065
11,-0.01152543357490888,-0.006514090993864627
12,0.07608284872115187,0.08007170005392006
13,0.08199023619807617,-0.0171299229110212
14,-0.07643094365110713,-0.1590633237949873
15,0.02016411563773825,-0.008841936661443147
16,-0.0015712147031861873,-0.004960267063552227
17,0.040689535342295476,0.09507416173127553
18,0.01264249592341969,-0.0006167042642116816
19,0.010578149984859607,0.02822848683949638
20,0.02205217891293556,0.08722623336566479
21,0.10336537544074458,-0.0529755705729279
22,0.00607445662280054,0.0015359910625671795
23,0.07703792483783743,-0.03947224975894458
24,0.010028124607544639,-0.02671887588212309
25,0.007884169704755495,-0.0078228425624281
26,0.020779167658883567,-0.010783992715951889
27,0.07312521108072546,0.008818388297201395
28,0.0014823309062631448,-0.0037087168424696634
29,-0.005017145537633535,-0.0034755718866099766
30,0.009230490857004349,-0.014498023188285568
2,-0.06685366993922394,0.049982523593149246
3,-0.03287092882991556,0.03275529865125241
4,-0.02054457010194348,0.026814801778178438
5,0.09780633608089959,0.009602120743219741
6,0.004142807336814293,-0.01580851414500978
7,-0.020426707435893976,0.1335442169998087
8,0.02230259219122062,-0.0034098662347749574
9,-0.021284504152748202,0.041104326716509695
10,0.07291814054233918,-0.14435927463376874
11,0.20318948691737598,-0.061464160234088815
12,-0.0023423486649083755,0.06781217571463934
13,-0.0621577138384985,0.04796663799437221
14,0.029988210404703952,0.04557460540698023
15,0.18324272637498162,0.0542210237753638
16,0.03348778201414024,0.010065330485145017
17,0.001326367910634692,-0.008454222805522263
18,0.05120966174055189,0.02837316835495342
19,0.03831441369695438,0.01367580978965097
20,0.05307946935077011,-0.051677360752232004
21,-0.004080919921866435,0.024071448441041674
22,0.1071221108321278,-0.042871744251053445
23,-0.027857995788859745,-0.02085783874297246
24,0.010567466266874742,-0.008106405886745984
25,0.010554270832286208,-0.00922815240579628
26,-0.12991908615663036,0.06339039401353491
27,0.009965109227363284,-0.0006552464510527519
28,0.0008484521150179626,0.020270124615196117
29,-0.0017832435297371666,0.04039303567936505
30,0.030560726704769278,-0.008316766676524182
2,0.0,0.0
3,-0.12466367713004484,0.12208008898776418
4,-0.000966667620075939,0.0007055451822480156
5,0.0,-0.0002906131938390003
6,-0.0007882622691003974,0.000775295319416433
7,0.13094552161505488,-0.17667311754173412
8,0.09676976918475319,0.06001423569686917
9,0.12341987689398753,-0.04423867684916215
10,0.005493512022804991,-0.006598064760487592
11,-0.021616956134243904,0.03747916460405047
12,0.07911917054014006,-0.06012412619465431
13,0.007490859719275488,-0.02365515923420162
14,-0.0024149113931742146,-0.005891242423211239
15,-0.03932556550649302,0.05856083178928778
16,-0.00746267275520581,0.031025555648741897
17,-0.017187848297893098,0.001198604132735183
18,0.029816631690948565,0.0073051428599105635
19,-0.0004225651916534161,0.020634233571098372
20,-0.043834567589287374,-0.01958608960229314
21,-0.024222784811242185,-0.0066816034959056025
22,0.011198121856096432,-0.012985981760519695
23,0.06527320818284282,-0.010516633559324048
24,0.016384495963367784,-0.013941625611452102
25,0.006845611208120178,0.016472802453777264
26,0.002564811625072998,-0.05425120448330244
27,-0.0069676470992886125,0.003366771170182216
28,0.0017536520567230797,0.0006290857247073608
29,0.02821697736374948,-0.00988320595788914
30,0.0968663177161876,0.041685092916841825
2,0.0,0.0
3,-0.02729528535980149,0.01799610894941634
4,-0.03266431816074905,-0.17060118882626504
5,0.17468469049615706,-0.16885517110985063
6,0.09897381147381147,-0.13337234819406046
7,-0.028811725413965705,0.018864299028640577
8,0.00802337239239893,-0.03426719245938617
9,-0.11477471099597465,0.04458014842390022
10,-0.030603359510242106,0.011668267738804677
11,0.048134548756424825,0.058765414857057136
12,0.0007377397909048107,0.0015483972552393505
13,-0.005185663077502185,0.014301475744846978
14,0.00826556710817251,-0.014609705160577883
15,-0.04792426483577704,-0.003962545287818269
16,0.04428867896288109,-0.02767194837510077
17,0.03020143275710494,-0.021378440738460694
18,-0.059571741321410444,0.040330962835267145
19,-0.014640619371010731,0.008073881796160335
20,0.02750585932647111,0.01134999284128932
21,0.010853330264265545,0.00414723240743151
22,-0.008354592666480474,0.06530747697077645
23,0.014602356562860918,0.01253130105304697
24,0.019600367599120153,-0.023155184157872506
25,0.021501495365847653,0.008970781506437086
26,0.03052444901015807,-0.012341981196155826
27,0.061584508914718575,-0.023181488132167877
28,-0.012803476381820495,-0.00950519395957366
29,-0.028105593506140083,0.010285397361616579
30,0.0606373343597312,-0.012725705762469418
2,0.0,0.0
3,0.25254730713246,-0.047977795400475816
4,0.0021679513515798915,0.18477761290068417
5,0.0004517853511142103,0.07565656565656566
6,0.0972638895153875,-0.057156420981711205
7,0.036230448488320015,-0.012734699581931963
8,0.014013784542225682,0.22113646509578083
9,-0.06499429652262378,0.016496479533231766
10,0.018949831801675376,-0.15465267918317083
11,-0.044953662413466856,0.018093703699620104
12,0.07725264181428568,-0.04908975323104999
13,-0.11204886399809166,0.0010034392245456627
14,0.005880231702845678,-0.0041390216811901335
15,0.04586111842053686,-0.0012561745555062006
16,-0.002054751097091298,-0.003444099621122216
17,0.006300211683561128,-0.0014825262685508613
18,0.019946627589360874,-0.005363271278417932
19,-0.09212245670911733,-0.015946977955871317
20,0.13185568912201875,-0.12445344794851036
21,-0.0013768343915361169,0.013259966252902171
22,0.04705203478657485,0.017278517716000485
23,-0.18748626941878388,-0.1265254194337182
24,-0.013450539346278127,0.005106373469205327
25,0.05212944157850582,0.006504903140909267
26,0.049060978307003775,-0.03933885699334737
27,0.0001699607118674134,-0.01674312806615746
28,0.02251507558544219,-0.010892488413210883
29,0.0564603458331144,-0.013508088866226613
30,0.003081682219449074,-0.005756340823660102
2,0.0,0.0
3,0.34021137393054857,-0.11331338818249813
4,0.007820129521676383,-0.03186209552520644
5,-0.0437399921863393,0.02094875957797729
6,0.005063159395803073,-0.037411283094736326
7,0.09899635366775039,-0.00538794176420852
8,-0.12938142829895113,0.11183284077161518
9,-0.057592623006869875,0.16187634553235747
10,0.004632020871716583,-0.04363043858847887
11,0.07960982834160155,-0.05674260138378643
12,0.08102957521723705,-0.024085640884237775
13,0.02517552779243708,0.07854841663603317
14,0.027571015065255604,0.0503742570775702
15,-0.11007190609698449,-0.13490838843863492
16,-0.011124009651924532,0.004828045636740611
17,0.006623353108825389,-0.020052413744847255
18,-0.01596461598085354,-0.008354632399037543
19,0.06727970796543309,0.030741141103974478
20,0.11371990566577125,0.08170345119511765
21,0.00051962317215202,-0.009431009404993836
22,0.15334168672183227,-0.07498030209047978
23,-0.030762008115694846,0.1050517374107617
24,0.018722341698111072,-0.01482379302141692
25,0.01275446881505919,0.007755540783470386
26,-0.01512405763196845,0.04409584908653604
27,0.006030430578778097,-0.011541080478693774
28,0.013702533353659193,-0.018856041408290135
29,0.010287546783361875,0.015895919656443394
30,-0.024054947975011353,0.012499252701832251
2,-0.06984667802385008,0.09927360774818401
3,0.00034458993797381116,0.0
4,0.0,0.0
5,-0.0004857007545179537,0.060965254666721445
6,0.0,0.0
7,-0.031133400289578044,0.0028895925600282302
8,0.16655338131862707,0.3653432826600175
9,-0.03162041281579284,-0.0669480642749059
10,-0.02778341587496322,0.023858938649443807
11,0.1906939380256618,-0.03190243569086499
12,-0.037495889708446827,0.08036266652557632
13,0.09663769436611254,-0.07171763844726678
14,0.09259293624145705,-0.018936583602191186
15,-0.0047160612088993125,-0.040562541779686385
16,-0.09589777487335055,0.09275293191190952
17,0.0597955174882061,0.01678485479389201
18,-0.030238775207847443,-7.536723432902107e-05
19,0.024054921570627455,-0.008665064689766046
20,-0.08330983418630447,-0.04989719514977587
21,0.033177954896460804,0.0025571548859572757
22,0.15228386355691767,0.0855217147104002
23,-0.023346811208556004,-0.020045180316207663
24,0.04162494841043941,-0.008272618819195865
25,0.01443152266291992,-0.02637768827729773
26,0.006483991894978911,-0.03611754512259498
27,-0.0004918293443810976,0.07425774979149745
28,0.014917740183312779,-0.003542546260443274
29,0.05211048548804661,-0.0047095055672556185
30,-0.062021768542761306,0.08020685307686991
2,0.0,0.0
3,0.23282718727404195,-0.04453176162409954
4,0.21437724851067214,-0.14970628858602497
5,-0.07468763557076347,0.14181532677542824
6,0.0031980649194339066,-0.00787925573477472
7,-0.04305027386264928,0.030852130258056748
8,-0.0020972447078427825,0.21143495388377745
9,0.07670706134325157,-0.004307776639725594
10,0.18840766093365344,-0.10532911243985335
11,0.07330104338352413,-0.008523760230883644
12,0.06196692389670305,0.09858081507677753
13,-0.014279739813923933,0.13277388562625186
14,0.018483914951812286,0.03500697647398333
15,-0.03759969806498389,0.08802973099216689
16,0.1004077005409673,-0.04317700148378953
17,-0.09716475360891251,0.07969994764712328
18,0.0015529123408148293,-0.0015579444429302837
19,-0.011058487067978181,-0.006194534282062859
20,-0.0433295198687101,0.1414000881137439
21,0.02135049147176598,-0.003580669118149577
22,0.019995175270646304,-0.003200984231683367
23,-0.050567728476515465,-0.005249009316077715
24,0.007654886922255954,-0.0067977217258330365
25,-0.011297509202671046,-0.008726802809665746
26,0.0016539236396899192,-0.011710279974495356
27,0.04226843488077984,0.009897602165485605
28,0.13856664717854422,-0.032505249965758085
29,0.06382805499936776,-0.002951754046892376
30,0.0328546821698827,0.044767065727968305
2,-0.0005599104143337066,0.00031113876789047915
3,0.0,0.0
4,-0.06040389397076595,0.06482161781485632
5,-0.1318586508903196,0.012892761384568333
6,0.0,0.0
7,0.26703635368301537,0.08511763235244657
8,0.16447381901909208,0.27307275847425005
9,-0.09549513651544976,0.07562167217049162
10,-0.0031235344665962003,0.0021483621693668964
11,-0.00023823817194092988,0.07772134675042429
12,0.029808737329625617,-0.002829673645255081
13,0.10224183264046997,-0.024738949262135657
14,0.032187149919100926,-0.00928361473261366
15,0.028344062400936003,0.013929292519550378
16,-0.04182046876672097,0.11681650167945169
17,0.08338262021912432,-0.003313972159762701
18,0.09255832383193785,-0.13104841999052852
