6,4,4,10,0.7891179312566143,0.4997572401485428,0.21088206874338564,0.5002427598514572,14282,5718
16,24,10,8,0.34869680747137666,0.500616281490735,0.6513031925286233,0.49938371850926505,5009,14991
26,10,3,4,0.5,0.22383456693935852,0.5,0.7761654330606415,2068,17932
8,21,9,6,0.20298593248503335,0.5002717907933881,0.7970140675149666,0.4997282092066119,4448,15552
15,25,13,11,0.3371374052804433,0.5002249588120866,0.6628625947195568,0.49977504118791344,6115,13885
15,22,13,10,0.3449027916251246,0.5007295768454296,0.6550972083748754,0.4992704231545704,6262,13738
23,17,16,20,0.5,0.3715786655513628,0.5,0.6284213344486372,8205,11795
16,26,27,20,0.31351526381118566,0.5004040991463613,0.6864847361888143,0.4995959008536387,8704,11296
11,6,6,20,0.8365773215032285,0.4563220556391482,0.1634226784967715,0.5436779443608518,14734,5266
22,30,30,18,0.5,0.694437952441088,0.5,0.30556204755891203,11538,8462
22,29,15,14,0.41491077467353416,0.5001892911509697,0.5850892253264658,0.4998107088490304,6515,13485
7,9,17,8,0.5,0.73207380336519,0.5,0.26792619663481,14167,5833
11,6,3,25,0.9384188406946317,0.49989538965416597,0.06158115930536833,0.5001046103458341,16128,3872
6,30,27,16,0.10606821606319346,0.5001072029609578,0.8939317839368065,0.4998927970390422,6958,13042
23,19,16,29,0.6866843310063487,0.49983177393029454,0.3133156689936512,0.5001682260697055,12080,7920
27,18,20,23,0.5,0.3669792349124637,0.5,0.6330207650875362,8511,11489
3,5,28,22,0.32014708576513384,0.5002501281331234,0.6798529142348662,0.4997498718668766,16300,3700
12,27,22,21,0.29795181508237234,0.5000396813219489,0.7020481849176277,0.49996031867805113,8751,11249
27,25,8,22,0.7480907228199647,0.49994285439620595,0.2519092771800353,0.500057145603794,9361,10639
11,21,24,25,0.3530138711513675,0.5000268332298338,0.6469861288486325,0.4999731667701663,10870,9130
6,19,25,18,0.1853212812570345,0.5001075095778187,0.8146787187429655,0.4998924904221813,9732,10268
23,25,10,20,0.6479232154784629,0.4999713130199515,0.35207678452153707,0.5000286869800484,8888,11112
6,18,27,13,0.2061101535344138,0.6177783937666178,0.7938898464655861,0.38222160623338225,10772,9228
3,15,21,20,0.15998433719775687,0.5000546869645235,0.8400156628022432,0.4999453130354765,11430,8570
