15,22,13,10,0.344036697,0.5,0.655963303,0.5,0.344902792,0.500729577,0.655097208,0.499270423,0.086609438,0.072957685,0.086609438,0.072957685,0.079783561,6262,13738,0.455815985,0.525941521
16,24,10,8,0.347826087,0.5,0.652173913,0.5,0.348696807,0.500616281,0.651303193,0.499383719,0.087072051,0.061628149,0.087072051,0.061628149,0.0743501,5009,14991,0.334133814,0.534614102
24,28,2,3,0.5625,0.5,0.4375,0.5,0.563513432,0.499850039,0.436486568,0.500149961,0.101343193,0.014996101,0.101343193,0.014996101,0.058169647,1934,18066,0.107051921,1.284623049
16,26,27,20,0.313111546,0.5,0.686888454,0.5,0.313515264,0.500404099,0.686484736,0.499595901,0.040371782,0.040409915,0.040371782,0.040409915,0.040390848,8704,11296,0.770538244,0.456615255
12,4,13,23,0.535714286,0.178571429,0.464285714,0.821428571,0.535126008,0.178384185,0.464873992,0.821615815,0.058827781,0.018724336,0.058827781,0.018724336,0.038776058,11105,8895,1.248454188,1.15241925
8,21,9,6,0.202531646,0.5,0.797468354,0.5,0.202985932,0.500271791,0.797014068,0.499728209,0.045428692,0.027179079,0.045428692,0.027179079,0.036303885,4448,15552,0.28600823,0.254229538
17,9,10,20,0.68,0.36,0.32,0.64,0.679529905,0.359753958,0.320470095,0.640246042,0.047009454,0.024604222,0.047009454,0.024604222,0.035806838,11106,8894,1.248706993,2.122801889
15,25,13,11,0.336734694,0.5,0.663265306,0.5,0.337137405,0.500224959,0.662862595,0.499775041,0.04027114,0.022495881,0.04027114,0.022495881,0.031383511,6115,13885,0.440403313,0.508157669
6,4,4,10,0.789473684,0.5,0.210526316,0.5,0.789117931,0.49975724,0.210882069,0.50024276,0.035575295,0.024275985,0.035575295,0.024275985,0.02992564,14282,5718,2.497726478,3.746589717
11,6,6,20,0.836956522,0.456521739,0.163043478,0.543478261,0.836577322,0.456322056,0.163422678,0.543677944,0.037920024,0.019968349,0.037920024,0.019968349,0.028944186,14734,5266,2.797949107,5.129573364
22,29,15,14,0.414535666,0.5,0.585464334,0.5,0.414910775,0.500189291,0.585089225,0.499810709,0.037510846,0.018929115,0.037510846,0.018929115,0.02821998,6515,13485,0.483129403,0.708589791
13,26,16,3,0.448275862,0.896551724,0.551724138,0.103448276,0.448727449,0.896630294,0.551272551,0.103369706,0.045158738,0.007856995,0.045158738,0.007856995,0.026507867,10004,9996,1.00080032,0.81315026
19,22,1,4,0.775510204,0.5,0.224489796,0.5,0.775900171,0.499868871,0.224099829,0.500131129,0.038996662,0.013112937,0.038996662,0.013112937,0.0260548,3075,16925,0.1816839,3.451994092
21,17,11,17,0.65625,0.5,0.34375,0.5,0.656002073,0.499727952,0.343997927,0.500272048,0.024792682,0.027204842,0.024792682,0.027204842,0.025998762,9995,10005,0.9990005,1.907182772
3,5,28,22,0.32038835,0.5,0.67961165,0.5,0.320147086,0.500250128,0.679852914,0.499749872,0.024126375,0.025012813,0.024126375,0.025012813,0.024569594,16300,3700,4.405405405,0.472007722
18,2,15,29,0.512195122,0.056910569,0.487804878,0.943089431,0.511756962,0.056862599,0.488243038,0.943137401,0.043816011,0.004797042,0.043816011,0.004797042,0.024306526,9329,10671,0.874238591,1.049086309
9,20,13,10,0.257142857,0.5,0.742857143,0.5,0.257414805,0.500171537,0.742585195,0.499828463,0.027194806,0.017153688,0.027194806,0.017153688,0.022174247,6670,13330,0.500375094,0.346413526
23,19,16,29,0.6869207,0.5,0.3130793,0.5,0.686684331,0.499831774,0.313315669,0.500168226,0.02363693,0.016822607,0.02363693,0.016822607,0.020229769,12080,7920,1.525252525,2.192550505
22,20,17,23,0.598108747,0.5,0.401891253,0.5,0.597902835,0.499819475,0.402097165,0.500180525,0.020591232,0.018052461,0.020591232,0.018052461,0.019321846,10694,9306,1.149151085,1.487136699
6,7,12,23,0.621621622,0.5,0.378378378,0.5,0.62126488,0.50001514,0.37873512,0.49998486,0.035674187,0.001513969,0.035674187,0.001513969,0.018594078,15334,4666,3.286326618,1.643163309
18,25,16,15,0.402985075,0.5,0.597014925,0.5,0.403238936,0.500117992,0.596761064,0.499882008,0.025386179,0.011799166,0.025386179,0.011799166,0.018592673,7502,12498,0.600256041,0.675288046
6,18,27,13,0.205882353,0.617647059,0.794117647,0.382352941,0.206110154,0.617778394,0.793889846,0.382221606,0.022780059,0.013133494,0.022780059,0.013133494,0.017956777,10772,9228,1.167316862,0.259403747
25,10,8,30,0.820895522,0.328358209,0.179104478,0.671641791,0.820645827,0.328255339,0.179354173,0.671744661,0.024969498,0.010286995,0.024969498,0.010286995,0.017628247,11890,8110,1.466091245,4.581535142
8,27,12,10,0.198019802,0.5,0.801980198,0.5,0.198257878,0.500074506,0.801742122,0.499925494,0.0238076,0.007450608,0.0238076,0.007450608,0.015629104,5406,14594,0.370426203,0.246950802
7,9,10,29,0.692832765,0.5,0.307167235,0.5,0.692527917,0.50000637,0.307472083,0.49999363,0.030484783,0.000636951,0.030484783,0.000636951,0.015560867,15264,4736,3.222972973,2.256081081
10,30,3,11,0.55,0.5,0.45,0.5,0.550284047,0.499979034,0.449715953,0.500020966,0.028404729,0.00209657,0.028404729,0.00209657,0.015250649,5365,14635,0.366586949,1.221956497
11,6,3,25,0.938566553,0.5,0.061433447,0.5,0.938418841,0.49989539,0.061581159,0.50010461,0.014771221,0.010461035,0.014771221,0.010461035,0.012616128,16128,3872,4.165289256,15.27272727
19,1,5,17,0.716981132,0.037735849,0.283018868,0.962264151,0.716754228,0.037723168,0.283245772,0.962276832,0.022690414,0.001268057,0.022690414,0.001268057,0.011979235,7999,12002,0.666472255,2.532594568
4,21,25,10,0.12371134,0.649484536,0.87628866,0.350515464,0.123854981,0.649560865,0.876145019,0.350439135,0.014364114,0.00763285,0.014364114,0.00763285,0.010998482,9377,10623,0.882707333,0.141233173
10,28,1,10,0.78125,0.5,0.21875,0.5,0.781439877,0.499970313,0.218560123,0.500029687,0.01898767,0.002968713,0.01898767,0.002968713,0.010978192,5262,14738,0.357036233,3.570362329
6,30,27,16,0.105960265,0.5,0.894039735,0.5,0.106068216,0.500107203,0.893931784,0.499892797,0.010795116,0.010720296,0.010795116,0.010720296,0.010757706,6958,13042,0.533507131,0.11855714
11,2,3,30,0.916666667,0.166666667,0.083333333,0.833333333,0.916499106,0.166632876,0.083500894,0.833367124,0.016756094,0.003379113,0.016756094,0.003379113,0.010067604,14999,5001,2.99920016,10.99706725
6,19,25,18,0.185248714,0.5,0.814751286,0.5,0.185321281,0.50010751,0.814678719,0.49989249,0.007256771,0.010750958,0.007256771,0.010750958,0.009003864,9732,10268,0.947798987,0.227471757
7,30,6,16,0.383561644,0.5,0.616438356,0.5,0.383726877,0.499998203,0.616273123,0.500001797,0.016523333,0.000179682,0.016523333,0.000179682,0.008351508,6956,13044,0.533272002,0.62215067
15,23,13,14,0.412573674,0.5,0.587426326,0.5,0.41270164,0.499997846,0.58729836,0.500002154,0.012796612,0.000215443,0.012796612,0.000215443,0.006506027,7567,12433,0.608622215,0.702256402
2,21,15,2,0.083601286,0.877813505,0.916398714,0.122186495,0.083704565,0.877832849,0.916295435,0.122167151,0.010327869,0.001934453,0.010327869,0.001934453,0.006131161,8126,11874,0.684352367,0.091246982
2,14,21,28,0.16,0.5,0.84,0.5,0.159929533,0.500050223,0.840070467,0.499949777,0.007046727,0.005022333,0.007046727,0.005022333,0.00603453,13334,6666,2.00030003,0.190504765
