time,DRFQ,PR,WRR
0,0,0,0
1,36,55,64
2,75,114,130
3,112,172,195
4,148,230,262
5,181,289,327
6,218,347,393
7,258,404,459
8,297,464,525
9,333,521,591
10,370,579,657
11,406,636,723
12,445,694,788
13,482,751,854
14,520,809,920
15,555,866,986
16,594,924,1051
17,630,984,1117
Avg,37.05882352941177,57.88235294117647,65.70588235294117
