time,DRFQ,PR,WRR
0,0,0,0
1,22,41,43
2,55,81,86
3,76,121,127
4,94,147,165
5,119,178,203
6,147,206,252
7,181,232,301
8,217,263,346
9,251,288,389
10,286,328,427
11,323,368,465
12,359,405,515
13,394,445,564
14,427,484,608
15,462,522,645
16,497,556,684
17,533,585,733
18,568,618,776
19,602,643,821
20,637,672,869
21,671,699,914
22,701,730,961
23,735,760,998
24,765,801,1035
25,794,834,1079
26,828,862,1129
27,862,895,1178
28,897,925,1216
29,925,953,1251
30,956,987,1293
Avg,31.866666666666667,32.9,43.1
