time,DRFQ,PR,WRR
0,0,0,0
1,29,39,41
2,59,78,85
3,88,115,127
4,118,151,171
5,148,189,213
6,177,227,257
7,207,264,299
8,235,302,343
9,264,338,385
10,294,374,429
11,325,413,471
12,353,452,515
13,382,489,557
14,412,527,601
15,442,567,643
16,472,606,687
17,501,644,729
18,532,682,773
19,560,720,815
20,590,759,859
21,619,799,901
22,649,837,945
23,678,876,987
24,707,914,1031
25,738,952,1073
26,766,992,1117
Avg,29.46153846153846,38.15384615384615,42.96153846153846
