time,DRFQ,PR,WRR
0,0,0,0
1,26,46,48
2,60,100,99
3,93,145,150
4,120,174,203
5,157,218,255
6,181,262,308
7,207,309,355
8,238,362,416
9,273,407,469
10,302,452,521
11,335,513,574
12,357,568,623
13,386,616,676
14,413,661,729
15,441,700,781
16,473,745,837
17,497,792,899
18,528,846,951
19,555,887,1000
20,585,936,1051
21,613,986,1107
Avg,29.19047619047619,46.95238095238095,52.714285714285715
