time,DRFQ,PR,WRR
0,0,0,0
1,29,64,86
2,73,123,173
3,102,186,259
4,130,254,346
5,158,316,432
6,179,378,519
7,207,444,605
8,238,512,692
9,266,575,777
10,294,643,861
11,321,709,947
12,344,778,1032
13,369,853,1107
14,393,921,1173
15,420,986,1237
Avg,28.0,65.73333333333333,82.46666666666667
