time,DRFQ,PR,WRR
0,0,0,0
1,28,32,44
2,57,69,89
3,96,107,133
4,136,152,178
5,175,191,218
6,208,224,268
7,231,257,313
8,258,293,351
9,293,328,393
10,317,364,434
11,344,401,480
12,368,442,530
13,398,479,578
14,423,518,622
15,446,561,664
16,475,602,705
17,504,645,750
18,539,677,797
19,563,705,838
20,589,743,877
21,614,779,917
22,643,819,967
23,674,861,1008
24,703,902,1051
25,731,938,1092
26,760,977,1132
Avg,29.23076923076923,37.57692307692308,43.53846153846154
