time,DRFQ,PR,WRR
0,0,0,0
1,33,48,48
2,67,98,97
3,101,146,147
4,137,194,196
5,171,240,245
6,204,290,294
7,241,338,344
8,276,385,393
9,309,434,442
10,340,480,492
11,374,528,541
12,406,576,590
13,442,624,640
14,476,672,689
15,510,720,738
16,544,767,788
17,578,814,837
18,613,861,886
19,648,908,936
20,681,956,985
Avg,34.05,47.8,49.25
