time,DRFQ,PR,WRR
0,0,0,0
1,43,84,67
2,96,178,134
3,149,274,202
4,197,365,269
5,244,458,338
6,293,547,405
7,340,639,475
8,392,729,544
9,446,823,612
10,493,914,679
11,541,1001,747
Avg,49.18181818181818,91.0,67.9090909090909
