time,DRFQ,PR,WRR
0,0,0,0
1,29,41,41
2,60,83,84
3,91,127,127
4,121,169,170
5,152,214,213
6,184,257,256
7,215,299,299
8,246,343,342
9,277,385,385
10,308,429,428
11,338,471,471
12,369,515,514
13,399,558,557
14,431,601,600
15,462,645,643
16,493,687,685
17,521,732,728
18,552,774,771
19,583,819,814
20,614,864,857
21,642,907,901
22,672,951,944
23,703,994,987
Avg,30.565217391304348,43.21739130434783,42.91304347826087
