time,DRFQ,PR,WRR
0,0,0,0
1,38,45,53
2,75,83,107
3,113,125,161
4,149,166,215
5,187,205,269
6,227,246,323
7,265,289,377
8,304,328,431
9,341,369,485
10,382,410,539
11,418,449,593
12,458,491,647
13,497,529,701
14,536,571,755
15,574,611,809
16,613,653,863
17,647,695,917
18,684,737,972
19,722,780,1025
20,762,823,1079
21,802,862,1133
22,840,902,1187
23,875,943,1241
24,913,984,1296
Avg,38.041666666666664,41.0,54.0
