0,0
1,0
2,1
3,2
4,3
5,4
6,5
7,6
8,7
9,9
10,10
11,11
12,11
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,21
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
0,0
1,24
2,51
3,79
4,107
5,138
6,163
7,193
8,221
9,250
10,278
11,306
12,335
13,362
14,391
15,424
16,454
17,483
18,514
19,541
20,571
21,598
22,626
23,653
24,680
25,707
26,734
27,761
28,791
29,818
30,846
31,876
32,907
33,937
34,964
35,992
