time,DRFQ,PR,WRR
0,0,0,0
1,30,43,43
2,66,96,88
3,89,124,133
4,114,166,178
5,141,200,223
6,165,247,268
7,190,290,313
8,212,331,358
9,233,376,402
10,260,419,446
11,286,463,491
12,311,501,536
13,339,535,580
14,377,571,625
15,404,607,670
16,446,643,714
17,477,680,758
18,500,722,803
19,535,765,848
20,573,809,893
21,599,853,937
22,626,895,982
23,653,935,1027
24,681,979,1072
Avg,28.375,40.791666666666664,44.666666666666664
