time,DRFQ,PR,WRR
0,0,0,0
1,28,42,35
2,71,81,70
3,98,127,105
4,129,164,141
5,160,203,178
6,192,248,213
7,219,299,249
8,250,351,285
9,278,394,321
10,312,442,360
11,340,489,397
12,365,525,432
13,392,558,469
14,417,597,504
15,442,637,541
16,468,677,577
17,492,723,612
18,514,777,652
19,539,823,689
20,568,861,725
21,595,898,764
22,621,927,803
23,646,971,840
Avg,28.08695652173913,42.21739130434783,36.52173913043478
