time,DRFQ,PR,WRR
0,0,0,0
1,34,37,75
2,79,67,148
3,112,98,217
4,138,127,289
5,184,159,362
6,226,190,435
7,257,220,515
8,297,258,601
9,325,287,683
10,350,316,770
11,381,348,839
12,410,374,926
13,448,416,1006
14,493,463,1088
15,523,508,1172
16,565,546,1244
17,598,585,1312
18,645,616,1387
19,688,650,1460
20,734,691,1525
21,780,724,1598
22,826,752,1665
23,872,782,1732
24,917,817,1800
25,954,854,1871
26,983,885,1942
Avg,37.80769230769231,34.03846153846154,74.6923076923077
