time,DRFQ,PR,WRR
0,0,0,0
1,37,55,70
2,69,101,139
3,109,160,211
4,151,209,279
5,191,255,347
6,234,288,419
7,260,330,485
8,299,367,553
9,345,408,619
10,389,455,683
11,426,501,753
12,475,538,823
13,520,590,887
14,545,626,954
15,576,661,1020
16,602,710,1085
17,633,757,1150
18,663,800,1217
19,694,845,1284
20,726,895,1350
21,758,953,1415
Avg,36.095238095238095,45.38095238095238,67.38095238095238
