time,DRFQ,PR,WRR
0,0,0,0
1,38,57,47
2,81,114,91
3,130,156,133
4,181,196,178
5,230,233,223
6,255,268,265
7,305,294,310
8,354,334,355
9,402,373,400
10,448,420,457
11,491,472,505
12,540,524,549
13,588,562,593
14,632,599,637
15,684,639,680
16,722,670,724
17,751,701,767
18,780,729,811
19,809,756,855
20,839,786,898
21,872,816,941
22,898,851,985
23,945,882,1029
24,992,924,1073
Avg,41.333333333333336,38.5,44.708333333333336
