time,DRFQ,PR,WRR
0,0,0,0
1,36,35,60
2,82,70,120
3,124,108,183
4,157,146,275
5,189,189,369
6,224,221,467
7,263,251,568
8,303,281,669
9,340,319,763
10,372,355,859
11,404,389,955
12,436,421,1049
13,467,459,1144
14,494,491,1240
15,521,533,1335
16,551,569,1431
17,577,600,1526
18,610,637,1622
19,634,667,1716
20,660,715,1812
21,688,754,1908
Avg,32.76190476190476,35.904761904761905,90.85714285714286
