time,DRFQ,PR,WRR
0,0,0,0
1,52,53,38
2,106,111,78
3,159,175,118
4,211,242,157
5,264,304,197
6,317,359,237
7,369,419,280
8,422,480,322
9,476,542,362
10,516,600,405
11,555,655,447
12,589,711,489
13,626,767,533
14,677,826,575
15,709,890,615
16,746,954,656
Avg,46.625,59.625,41.0
