time,DRFQ,PR,WRR
0,0,0,0
1,44,52,48
2,91,104,102
3,136,154,157
4,182,205,214
5,225,255,263
6,268,305,304
7,310,354,354
8,357,405,408
9,402,458,460
10,446,509,505
11,491,560,554
12,534,608,600
13,581,645,649
14,625,686,710
15,669,729,764
16,715,774,815
17,759,824,863
18,806,867,910
19,849,912,956
20,892,963,1007
Avg,44.6,48.15,50.35
