time,DRFQ,PR,WRR
0,0,0,0
1,38,72,68
2,78,122,137
3,118,171,207
4,158,221,277
5,194,270,346
6,236,318,416
7,276,367,485
8,318,414,554
9,361,462,622
10,404,511,691
11,444,559,760
12,487,611,830
13,530,661,899
14,574,709,969
15,614,756,1038
16,653,804,1108
17,692,855,1176
18,730,904,1245
19,769,951,1314
20,808,998,1384
Avg,40.4,49.9,69.2
