time,DRFQ,PR,WRR
0,0,0,0
1,27,38,60
2,73,68,118
3,106,100,167
4,141,134,221
5,187,160,272
6,215,206,340
7,241,239,397
8,279,270,450
9,331,317,503
10,378,362,564
11,421,395,621
12,460,421,676
13,494,456,729
14,540,495,780
15,591,534,835
16,631,564,889
17,657,610,948
18,685,645,1003
19,731,680,1058
20,764,710,1114
21,793,754,1169
22,822,783,1224
23,848,821,1284
24,875,859,1348
25,905,891,1411
26,940,935,1461
27,970,964,1516
Avg,35.925925925925924,35.7037037037037,56.148148148148145
