time,DRFQ,PR,WRR
0,0,0,0
1,27,36,36
2,56,73,73
3,82,110,110
4,112,147,148
5,139,183,185
6,168,221,223
7,197,259,260
8,224,296,298
9,252,331,335
10,280,368,372
11,306,404,410
12,334,441,447
13,364,478,484
14,390,514,522
15,417,551,560
16,444,588,597
17,473,626,634
18,500,662,672
19,528,697,709
20,556,735,746
21,584,772,784
22,612,809,821
23,640,845,858
24,668,881,896
25,695,918,934
26,724,955,971
27,753,991,1008
Avg,27.88888888888889,36.7037037037037,37.333333333333336
