time,DRFQ,PR,WRR
0,0,0,0
1,38,34,59
2,76,63,108
3,116,88,159
4,158,116,207
5,198,158,255
6,238,215,305
7,279,274,352
8,320,330,400
9,361,386,448
10,402,441,497
11,445,498,545
12,487,556,603
13,530,614,651
14,566,672,698
15,594,723,754
16,621,776,812
17,646,827,857
18,677,865,906
19,701,899,954
20,723,928,1002
21,750,958,1050
22,778,985,1098
Avg,35.36363636363637,44.77272727272727,49.90909090909091
