time,DRFQ,PR,WRR
0,0,0,0
1,23,47,43
2,56,91,88
3,80,134,133
4,103,176,178
5,135,218,223
6,167,264,268
7,200,310,313
8,228,354,358
9,258,400,403
10,290,445,449
11,324,486,493
12,351,526,538
13,375,568,583
14,399,612,628
15,427,656,673
16,454,702,719
17,482,743,763
18,507,787,808
19,530,832,853
20,557,876,898
21,580,920,943
22,605,964,988
Avg,27.5,43.81818181818182,44.90909090909091
