time,DRFQ,PR,WRR
0,0,0,0
1,25,45,43
2,57,87,87
3,83,125,132
4,110,154,177
5,135,188,222
6,161,221,268
7,181,256,316
8,203,298,360
9,227,342,403
10,250,380,447
11,274,413,490
12,298,449,534
13,318,481,579
14,335,510,624
15,357,547,669
16,379,581,712
17,403,618,759
18,429,649,806
19,456,678,853
20,487,703,902
21,522,737,949
22,552,768,996
23,576,797,1044
24,604,836,1092
25,627,876,1139
26,655,911,1187
27,681,942,1234
28,709,974,1279
Avg,25.321428571428573,34.785714285714285,45.67857142857143
