time,DRFQ,PR,WRR
0,0,0,0
1,25,42,44
2,56,85,92
3,86,118,139
4,111,160,191
5,140,192,239
6,165,235,287
7,191,284,335
8,217,335,382
9,241,378,428
10,263,416,474
11,293,455,525
12,323,495,576
13,348,543,626
14,376,585,671
15,402,632,716
16,428,672,767
17,453,716,822
18,484,765,878
19,515,799,935
20,544,847,990
21,567,888,1046
22,590,925,1101
23,616,972,1158
Avg,26.782608695652176,42.26086956521739,50.34782608695652
