time,DRFQ,PR,WRR
0,0,0,0
1,36,34,45
2,72,70,90
3,111,104,135
4,148,139,181
5,185,174,225
6,224,208,271
7,262,243,316
8,301,278,361
9,341,315,406
10,380,349,452
11,419,385,496
12,456,419,542
13,495,455,587
14,531,491,632
15,570,526,677
16,607,562,723
17,646,596,768
18,682,631,813
19,719,665,858
20,757,700,903
21,794,737,948
22,832,771,994
23,872,806,1041
24,909,841,1086
25,947,877,1132
26,986,913,1177
Avg,37.92307692307692,35.11538461538461,45.26923076923077
