time,DRFQ,PR,WRR
0,0,0,0
1,31,49,82
2,77,82,161
3,109,116,243
4,144,156,315
5,176,199,393
6,213,253,472
7,252,288,562
8,298,337,638
9,327,371,711
10,360,408,795
11,389,442,872
12,416,502,944
13,450,553,1029
14,492,594,1112
15,522,632,1187
16,551,680,1257
17,589,736,1327
18,623,799,1395
19,656,862,1483
20,690,909,1554
21,723,960,1624
Avg,34.42857142857143,45.714285714285715,77.33333333333333
