time,DRFQ,PR,WRR
0,0,0,0
1,25,35,46
2,57,77,85
3,85,116,128
4,110,161,177
5,134,209,226
6,159,253,265
7,179,291,304
8,198,323,352
9,221,357,398
10,243,396,437
11,270,440,474
12,290,472,514
13,313,502,557
14,338,534,603
15,358,572,644
16,381,617,684
17,403,655,734
18,424,691,777
19,444,723,819
20,468,773,866
21,488,817,909
22,514,855,952
23,534,883,996
24,559,908,1040
25,584,934,1083
26,608,968,1132
Avg,23.384615384615383,37.23076923076923,43.53846153846154
