time,DRFQ,PR,WRR
0,0,0,0
1,35,48,54
2,73,99,108
3,110,151,163
4,147,202,218
5,183,253,272
6,220,304,326
7,257,356,381
8,292,404,436
9,328,456,490
10,365,506,544
11,400,557,599
12,438,608,653
13,475,659,708
14,512,709,762
15,547,762,817
16,584,813,872
17,620,865,926
18,656,917,980
19,693,969,1036
Avg,36.473684210526315,51.0,54.526315789473685
