time,DRFQ,PR,WRR
0,0,0,0
1,35,44,68
2,82,78,133
3,118,115,203
4,145,157,271
5,173,192,341
6,201,238,408
7,227,277,475
8,256,313,549
9,282,349,631
10,315,389,708
11,340,422,776
12,364,462,847
13,393,492,912
14,420,534,979
15,448,567,1046
16,476,602,1116
17,505,631,1180
18,534,664,1253
19,563,697,1324
20,596,731,1399
21,626,762,1468
22,653,794,1536
23,682,828,1611
24,715,860,1693
25,744,893,1769
26,773,940,1838
27,804,978,1905
Avg,29.77777777777778,36.22222222222222,70.55555555555556
