time,DRFQ,PR,WRR
0,0,0,0
1,62,131,63
2,131,252,126
3,194,380,189
4,257,524,253
5,321,664,315
6,391,808,379
7,455,934,443
Avg,65.0,133.42857142857142,63.285714285714285
