time,DRFQ,PR,WRR
0,0,0,0
1,32,40,42
2,66,79,86
3,99,119,130
4,133,159,174
5,165,198,218
6,197,236,260
7,228,276,304
8,260,314,348
9,292,351,392
10,322,389,436
11,353,427,480
12,385,467,524
13,416,506,568
14,448,544,611
15,480,582,655
16,512,622,699
17,543,662,743
18,574,700,786
19,606,739,830
20,638,777,874
21,669,814,918
22,699,852,962
23,730,892,1006
24,761,930,1050
25,793,969,1094
Avg,31.72,38.76,43.76
