time,DRFQ,PR,WRR
0,0,0,0
1,59,101,118
2,121,202,237
3,180,297,356
4,238,399,474
5,295,499,593
6,354,600,712
7,409,698,831
8,466,790,950
9,526,888,1070
10,588,989,1188
Avg,58.8,98.9,118.8
