time,DRFQ,PR,WRR
0,0,0,0
1,32,50,55
2,74,111,101
3,107,171,149
4,132,229,194
5,158,287,239
6,186,348,286
7,220,407,339
8,249,479,384
9,280,542,427
10,309,610,472
11,330,683,516
12,367,749,562
13,397,810,609
14,423,872,654
15,451,941,701
16,501,1000,746
Avg,31.3125,62.5,46.625
