time,DRFQ,PR,WRR
0,0,0,0
1,33,50,36
2,67,95,72
3,104,142,108
4,139,181,145
5,164,222,181
6,187,258,221
7,208,303,258
8,235,348,295
9,260,389,334
10,283,431,373
11,307,466,412
12,328,507,451
13,352,551,487
14,377,590,526
15,403,628,563
16,435,673,601
17,462,716,639
18,487,761,675
19,510,796,714
20,532,835,755
21,555,879,794
22,579,918,831
23,603,962,870
Avg,26.217391304347824,41.82608695652174,37.82608695652174
