time,DRFQ,PR,WRR
0,0,0,0
1,31,44,61
2,74,85,123
3,105,135,184
4,135,181,244
5,158,225,307
6,186,273,370
7,214,325,429
8,256,364,490
9,294,397,551
10,326,439,613
11,360,474,671
12,402,512,733
13,433,547,792
14,470,589,854
15,502,640,916
16,530,690,977
17,569,731,1037
18,601,770,1099
19,631,802,1162
20,656,834,1225
21,687,871,1286
22,719,905,1350
23,741,933,1411
24,770,966,1474
Avg,32.083333333333336,40.25,61.416666666666664
