time,DRFQ,PR,WRR
0,0,0,0
1,53,55,69
2,109,104,139
3,161,155,209
4,208,208,279
5,260,263,349
6,308,316,420
7,361,372,489
8,413,427,559
9,462,480,630
10,516,533,700
11,568,589,770
12,621,642,840
13,674,698,910
14,727,749,981
15,777,798,1050
16,830,852,1121
17,884,903,1191
18,936,953,1259
Avg,52.0,52.94444444444444,69.94444444444444
