time,DRFQ,PR,WRR
0,0,0,0
1,48,43,57
2,96,85,113
3,143,123,166
4,190,158,224
5,234,200,287
6,277,232,344
7,313,262,401
8,340,296,456
9,366,332,512
10,391,363,575
11,422,394,634
12,449,425,690
13,478,457,748
14,505,489,803
15,523,522,867
16,547,553,925
17,580,580,981
18,606,608,1036
19,636,642,1092
20,669,680,1155
21,703,721,1214
22,736,763,1269
23,762,800,1326
24,791,830,1382
25,822,866,1444
26,853,899,1499
27,884,931,1555
28,922,969,1610
Avg,32.92857142857143,34.607142857142854,57.5
