time,DRFQ,PR,WRR
0,0,0,0
1,61,54,54
2,124,95,111
3,180,137,166
4,241,179,221
5,301,223,278
6,362,268,333
7,424,311,390
8,486,354,445
9,544,397,501
10,608,443,557
11,672,486,612
12,728,528,669
13,789,570,724
14,853,613,781
15,912,659,836
16,972,699,891
Avg,60.75,43.6875,55.6875
