time,DRFQ,PR,WRR
0,0,0,0
1,49,61,84
2,97,120,168
3,146,180,252
4,192,244,337
5,236,308,421
6,284,373,505
7,334,432,589
8,382,495,674
9,431,556,758
10,479,619,842
11,525,680,927
12,572,743,1011
13,616,807,1095
14,662,871,1180
15,708,934,1264
16,759,995,1348
Avg,47.4375,62.1875,84.25
