time,DRFQ,PR,WRR
0,0,0,0
1,32,44,44
2,67,86,89
3,102,131,133
4,138,174,179
5,171,218,223
6,204,264,269
7,239,309,313
8,274,354,359
9,309,399,403
10,343,444,448
11,378,487,493
12,412,531,537
13,447,576,583
14,483,621,627
15,518,665,673
16,551,710,717
17,584,756,762
18,616,801,807
19,649,843,851
20,683,889,897
21,716,932,941
22,750,976,986
Avg,34.09090909090909,44.36363636363637,44.81818181818182
