time,DRFQ,PR,WRR
0,0,0,0
1,33,37,44
2,65,77,88
3,95,115,132
4,123,156,178
5,150,196,218
6,179,236,256
7,211,276,294
8,245,313,334
9,278,351,378
10,312,390,422
11,347,427,461
12,380,463,504
13,405,490,546
14,434,527,590
15,461,560,632
16,489,587,675
17,523,615,720
18,553,648,765
19,580,686,810
20,605,723,854
21,627,762,900
22,649,800,944
23,677,837,989
24,703,871,1032
25,734,898,1074
26,768,927,1118
27,798,955,1162
28,828,990,1206
Avg,29.571428571428573,35.357142857142854,43.07142857142857
