time,DRFQ,PR,WRR
0,0,0,0
1,27,42,43
2,67,85,92
3,90,131,135
4,114,170,179
5,140,210,222
6,167,259,266
7,191,310,311
8,216,361,355
9,239,405,398
10,262,443,442
11,286,485,486
12,311,533,530
13,335,576,574
14,356,621,618
15,381,671,662
16,405,721,707
17,428,760,751
18,455,801,794
19,476,844,838
20,503,887,882
21,528,934,926
22,551,986,970
Avg,25.045454545454547,44.81818181818182,44.09090909090909
