time,DRFQ,PR,WRR
0,0,0,0
1,66,129,100
2,145,199,202
3,217,284,291
4,283,382,394
5,354,439,500
6,424,502,592
7,490,568,694
8,549,666,805
9,625,732,911
10,696,793,1010
11,768,857,1113
12,840,927,1238
13,905,991,1378
Avg,69.61538461538461,76.23076923076923,106.0
