time,DRFQ,PR,WRR
0,0,0,0
1,30,37,41
2,65,74,83
3,98,111,126
4,128,147,168
5,161,181,210
6,194,219,253
7,225,252,296
8,258,289,338
9,290,326,381
10,322,363,423
11,355,402,465
12,388,440,508
13,421,476,551
14,453,512,593
15,484,550,636
16,516,587,678
17,551,623,720
18,586,661,763
19,620,697,805
20,654,733,848
21,688,770,890
22,722,807,932
23,757,843,975
24,791,879,1017
25,826,915,1060
26,861,952,1103
27,896,988,1145
Avg,33.18518518518518,36.592592592592595,42.407407407407405
