time,DRFQ,PR,WRR
0,0,0,0
1,26,36,64
2,75,70,127
3,103,111,193
4,128,150,262
5,155,185,327
6,180,226,392
7,210,269,456
8,239,323,521
9,270,350,586
10,295,380,650
11,322,413,714
12,349,450,777
13,379,486,842
14,408,516,907
15,434,549,973
16,457,597,1038
17,484,627,1103
18,508,657,1168
19,532,691,1231
20,558,721,1294
21,580,765,1358
22,607,809,1423
23,632,843,1488
24,655,880,1553
25,680,918,1615
26,710,952,1680
27,736,986,1744
Avg,27.25925925925926,36.51851851851852,64.5925925925926
