0,0
1,107
2,218
3,324
4,435
5,547
6,655
7,767
8,883
9,994
0,0
1,136
2,279
3,421
4,564
5,701
6,843
7,984
0,0
1,139
2,274
3,416
4,561
5,706
6,845
7,990
