time,DRFQ,PR,WRR
0,0,0,0
1,21,67,63
2,59,135,114
3,90,210,160
4,113,281,208
5,135,354,253
6,160,429,297
7,185,500,342
8,223,574,388
9,267,645,432
10,313,714,476
11,358,780,521
12,408,844,566
13,455,915,612
14,498,966,656
Avg,35.57142857142857,69.0,46.857142857142854
