time,DRFQ,PR,WRR
0,0,0,0
1,37,39,36
2,74,76,74
3,108,113,112
4,144,150,149
5,182,188,187
6,220,224,225
7,257,261,263
8,294,297,300
9,331,333,338
10,367,370,376
11,403,406,413
12,439,444,451
13,476,484,489
14,513,522,526
15,549,561,564
16,586,596,602
17,623,633,639
18,661,670,677
19,697,707,715
20,732,744,753
21,767,784,791
22,804,822,828
23,842,861,866
24,880,897,904
25,916,935,942
26,953,972,979
Avg,36.65384615384615,37.38461538461539,37.65384615384615
