time,DRFQ,PR,WRR
0,0,0,0
1,43,55,45
2,94,105,88
3,150,159,125
4,195,211,178
5,228,265,231
6,281,321,285
7,319,373,338
8,372,405,391
9,413,436,445
10,453,464,498
11,487,499,551
12,533,537,605
13,595,572,658
14,631,604,711
15,677,645,765
16,720,681,818
17,774,706,871
18,845,735,925
19,910,758,978
20,974,786,1031
Avg,48.7,39.3,51.55
