time,DRFQ,PR,WRR
0,0,0,0
1,45,81,79
2,90,163,160
3,131,246,241
4,177,328,321
5,220,410,403
6,263,489,483
7,304,570,564
8,349,650,645
9,391,729,725
10,436,811,807
11,479,894,887
12,523,973,967
Avg,43.583333333333336,81.08333333333333,80.58333333333333
