time,DRFQ,PR,WRR
0,0,0,0
1,40,65,62
2,84,128,126
3,125,189,167
4,172,249,212
5,214,308,260
6,255,365,319
7,299,411,383
8,343,447,430
9,383,489,488
10,426,529,540
11,468,578,586
12,509,621,636
13,552,656,700
14,595,709,761
15,635,765,822
16,676,827,876
17,718,877,924
18,758,931,985
19,799,984,1045
Avg,42.05263157894737,51.78947368421053,55.0
