time,DRFQ,PR,WRR
0,0,0,0
1,21,39,42
2,55,78,85
3,78,113,127
4,96,153,170
5,117,190,213
6,140,229,256
7,161,265,298
8,185,306,341
9,203,352,384
10,222,396,426
11,246,430,469
12,269,479,512
13,290,520,555
14,315,557,598
15,333,592,641
16,353,633,684
17,377,671,727
18,399,704,770
19,421,736,812
20,447,777,855
21,470,816,897
22,491,855,940
23,512,893,984
24,534,931,1025
25,556,964,1068
Avg,22.24,38.56,42.72
