time,DRFQ,PR,WRR
0,0,0,0
1,30,34,41
2,62,69,83
3,92,104,125
4,123,137,167
5,156,172,209
6,187,207,251
7,217,243,293
8,249,277,335
9,279,311,377
10,310,345,419
11,342,379,461
12,372,413,503
13,404,448,545
14,434,482,587
15,465,516,629
16,494,551,671
17,523,585,713
18,553,619,755
19,584,654,797
20,614,687,839
21,644,722,881
22,673,755,923
23,703,792,965
24,732,825,1007
25,763,860,1049
26,793,892,1092
27,822,926,1134
28,853,961,1176
29,884,994,1218
Avg,30.482758620689655,34.275862068965516,42.0
