time,DRFQ,PR,WRR
0,0,0,0
1,60,102,63
2,120,213,125
3,179,328,188
4,237,440,251
5,297,547,314
6,360,653,377
7,418,760,441
8,474,870,503
9,531,979,567
Avg,59.0,108.77777777777777,63.0
